ENSEMBLE	Chrom	Start	End	Strand	Type	SYMBOL
ENSMUSG00000048485.12	chr4	129425765	129440853	-	protein_coding	Zbtb8b
ENSMUSG00000073914.2	chr7	105051372	105059006	+	protein_coding	Olfr677
ENSMUSG00000104645.1	chr3	133815919	133818518	-	lincRNA	Gm30484
ENSMUSG00000085196.1	chr19	6268795	6276605	-	lincRNA	Gm14963
ENSMUSG00000030067.17	chr6	98925338	99522721	-	protein_coding	Foxp1
ENSMUSG00000045667.14	chr11	72389164	72411713	-	protein_coding	Smtnl2
ENSMUSG00000021268.17	chr12	109541001	109571726	+	lincRNA	Meg3
ENSMUSG00000043924.16	chr4	135369576	135398227	-	protein_coding	Ncmap
ENSMUSG00000094168.1	chr17	39042634	39043341	-	protein_coding	Gm21903
ENSMUSG00000025538.15	chr5	129846986	129864050	+	protein_coding	Sumf2
ENSMUSG00000056204.8	chr8	70646435	70660388	-	protein_coding	Pgpep1
ENSMUSG00000021190.14	chr12	102394084	102439813	-	protein_coding	Lgmn
ENSMUSG00000051022.7	chr5	39613935	39755475	-	protein_coding	Hs3st1
ENSMUSG00000112151.1	chr10	11580086	11587244	+	lincRNA	Gm48680
ENSMUSG00000036180.15	chr8	69907076	69996384	-	protein_coding	Gatad2a
ENSMUSG00000068246.6	chr15	77729039	77736382	+	protein_coding	Apol9b
ENSMUSG00000058398.6	chr9	110826690	110831839	+	protein_coding	Prss43
ENSMUSG00000096153.1	chrX	93183227	93183946	+	lincRNA	BC061195
ENSMUSG00000104826.1	chr3	156040102	156045856	-	lincRNA	Gm42947
ENSMUSG00000051802.3	chr16	88895968	88896457	-	protein_coding	Krtap19-5
ENSMUSG00000001416.13	chr3	88297116	88321767	+	protein_coding	Cct3
ENSMUSG00000073944.6	chr7	103600575	103604859	+	protein_coding	Olfr619
ENSMUSG00000039873.4	chr2	164830732	164833456	-	protein_coding	Neurl2
ENSMUSG00000020363.6	chr11	49794178	49838613	+	protein_coding	Gfpt2
ENSMUSG00000052236.7	chr6	101774249	101801982	+	lincRNA	Gm9871
ENSMUSG00000030890.16	chr7	105736592	105742925	+	protein_coding	Ilk
ENSMUSG00000117970.1	chr18	69217501	69222230	+	lincRNA	Gm4402
ENSMUSG00000009246.14	chr7	143069153	143094642	-	protein_coding	Trpm5
ENSMUSG00000041219.14	chr2	113831492	113848661	-	protein_coding	Arhgap11a
ENSMUSG00000036564.17	chr8	95676980	95715119	+	protein_coding	Ndrg4
ENSMUSG00000115635.1	chr15	43368915	43377673	-	lincRNA	Gm49271
ENSMUSG00000111987.1	chr12	31846523	31849626	-	antisense	Gm48809
ENSMUSG00000042379.8	chr13	113209659	113218098	+	protein_coding	Esm1
ENSMUSG00000043154.15	chr9	101105084	101251795	-	protein_coding	Ppp2r3a
ENSMUSG00000108114.2	chr10	129657694	129662074	+	protein_coding	Olfr800
ENSMUSG00000042340.6	chr7	127712736	127718192	+	protein_coding	Ctf1
ENSMUSG00000038007.14	chr4	86874396	86934822	+	protein_coding	Acer2
ENSMUSG00000036596.6	chr5	35502218	35525698	-	protein_coding	Cpz
ENSMUSG00000105662.4	chr3	35597152	35666163	-	lincRNA	Gm6639
ENSMUSG00000048915.12	chr17	62604184	62881317	-	protein_coding	Efna5
ENSMUSG00000037251.5	chr8	25980604	25994133	-	protein_coding	Pomk
ENSMUSG00000046991.12	chr17	14818519	14943158	-	protein_coding	Wdr27
ENSMUSG00000085277.1	chr2	77314751	77317035	+	lincRNA	Gm13943
ENSMUSG00000112414.1	chr10	72026982	72111778	+	lincRNA	Gm34609
ENSMUSG00000100452.1	chrY	64116692	64119931	+	lincRNA	Gm29628
ENSMUSG00000064090.14	chr11	26471322	26593999	-	protein_coding	Vrk2
ENSMUSG00000116056.1	chr15	102657111	102660468	+	lincRNA	Gm4544
ENSMUSG00000098620.1	chr15	100595416	100597293	+	antisense	Gm27209
ENSMUSG00000070313.8	chr9	36635754	36643376	-	protein_coding	Pate14
ENSMUSG00000034394.14	chr11	4257557	4272514	+	protein_coding	Lif
ENSMUSG00000110447.1	chr8	95593422	95621509	+	lincRNA	Gm31518
ENSMUSG00000035078.6	chr14	63519651	63543982	-	protein_coding	Mtmr9
ENSMUSG00000032041.15	chr9	35184551	35200291	-	protein_coding	Tirap
ENSMUSG00000026626.11	chr1	191351975	191403272	-	protein_coding	Ppp2r5a
ENSMUSG00000025408.15	chr10	127290774	127296288	+	protein_coding	Ddit3
ENSMUSG00000060961.16	chr5	88886486	89239653	+	protein_coding	Slc4a4
ENSMUSG00000036327.18	chr2	26208637	26237525	-	protein_coding	Qsox2
ENSMUSG00000045746.3	chr8	60983437	60985908	+	lincRNA	B230317F23Rik
ENSMUSG00000065947.3	chrM	9877	10173	+	protein_coding	mt-Nd4l
ENSMUSG00000097049.1	chr17	9147719	9167836	-	lincRNA	6530411M01Rik
ENSMUSG00000042404.16	chr3	90265185	90280669	+	protein_coding	Dennd4b
ENSMUSG00000110737.1	chr10	18796806	18831930	-	lincRNA	4930444F02Rik
ENSMUSG00000033446.7	chr14	73237895	73243294	+	protein_coding	Lpar6
ENSMUSG00000102976.6	chr1	133619862	133661380	-	protein_coding	Zc3h11a
ENSMUSG00000048076.14	chr11	59211412	59228270	-	protein_coding	Arf1
ENSMUSG00000085423.1	chr14	122952119	122956343	+	antisense	4930594M22Rik
ENSMUSG00000117827.1	chr19	56035096	56040941	+	lincRNA	D730002M21Rik
ENSMUSG00000063063.12	chr6	76881637	77979699	-	protein_coding	Ctnna2
ENSMUSG00000021929.9	chr14	61365211	61439874	-	protein_coding	Kpna3
ENSMUSG00000028016.9	chr3	133091840	133110988	+	protein_coding	Ints12
ENSMUSG00000028738.14	chr4	139653538	139670280	+	protein_coding	Tas1r2
ENSMUSG00000107789.1	chr6	48593941	48619278	+	protein_coding	Gm44965
ENSMUSG00000054580.14	chr2	60417543	60553308	-	protein_coding	Pla2r1
ENSMUSG00000085130.1	chr11	81072403	81083358	+	antisense	Gm11417
ENSMUSG00000101256.1	chrY	66079007	66081905	-	lincRNA	Gm28133
ENSMUSG00000027001.10	chr2	80617045	80632361	+	protein_coding	Dusp19
ENSMUSG00000091686.1	chr14	64099295	64104235	-	lincRNA	4930471C04Rik
ENSMUSG00000101288.1	chr1	89302719	89358144	-	lincRNA	Gm28342
ENSMUSG00000059486.11	chr6	56777524	56797813	-	protein_coding	Kbtbd2
ENSMUSG00000115153.1	chr15	12194907	12196619	-	lincRNA	Gm49240
ENSMUSG00000095793.7	chrY	35105684	35131833	-	protein_coding	Gm20855
ENSMUSG00000092360.1	chr10	75771451	75780954	-	protein_coding	Gm20441
ENSMUSG00000034165.16	chr17	47505051	47599691	+	protein_coding	Ccnd3
ENSMUSG00000018008.8	chr15	78597047	78622019	+	protein_coding	Cyth4
ENSMUSG00000014602.15	chr1	93015464	93101951	-	protein_coding	Kif1a
ENSMUSG00000076576.2	chr6	70074024	70074603	-	IG_V_gene	Igkv6-32
ENSMUSG00000104955.1	chr5	96849505	96852938	+	lincRNA	1700016F12Rik
ENSMUSG00000046607.6	chr5	118164648	118189478	+	protein_coding	Hrk
ENSMUSG00000020366.18	chr11	49846751	49886421	+	protein_coding	Mapk9
ENSMUSG00000035158.15	chr6	97807052	98021349	+	protein_coding	Mitf
ENSMUSG00000024136.14	chr17	24440081	24443105	-	protein_coding	Dnase1l2
ENSMUSG00000029551.13	chr5	139823592	139826885	-	protein_coding	Psmg3
ENSMUSG00000087145.7	chr11	24903983	24926058	-	lincRNA	Gm12665
ENSMUSG00000036110.14	chr13	23806993	23825180	+	protein_coding	Slc17a2
ENSMUSG00000099653.1	chrY	28871184	28871711	-	lincRNA	Gm28984
ENSMUSG00000041481.17	chr12	104236245	104241939	+	protein_coding	Serpina3g
ENSMUSG00000042500.11	chr4	126489541	126533472	-	protein_coding	Ago4
ENSMUSG00000117042.1	chr17	13482553	13668891	-	lincRNA	2700054A10Rik
ENSMUSG00000100635.1	chr1	43742915	43743526	+	lincRNA	Gm29157
ENSMUSG00000109017.1	chr7	29029023	29030250	+	antisense	Gm38979
ENSMUSG00000051497.15	chr11	110968033	111027968	+	protein_coding	Kcnj16
ENSMUSG00000027322.11	chr2	131069220	131086765	-	protein_coding	Siglec1
ENSMUSG00000006392.16	chr4	118409337	118415782	+	protein_coding	Med8
ENSMUSG00000090441.2	chr3	97673031	97674694	-	protein_coding	Gm17651
ENSMUSG00000095567.8	chr4	156235919	156247616	+	protein_coding	Noc2l
ENSMUSG00000074500.11	chr9	18455575	18478268	-	protein_coding	Zfp558
ENSMUSG00000028047.11	chr3	89215180	89226837	+	protein_coding	Thbs3
ENSMUSG00000037411.10	chr5	137061504	137072268	-	protein_coding	Serpine1
ENSMUSG00000018822.7	chr19	42197971	42202252	-	protein_coding	Sfrp5
ENSMUSG00000112283.1	chr10	124995983	125019801	+	lincRNA	Gm36719
ENSMUSG00000019173.11	chr11	100715009	100738215	-	protein_coding	Rab5c
ENSMUSG00000031434.15	chrX	139821632	139871677	-	protein_coding	Morc4
ENSMUSG00000052428.10	chr1	167308378	167333978	+	protein_coding	Tmco1
ENSMUSG00000102013.1	chr9	98748599	98820087	-	lincRNA	E330023G01Rik
ENSMUSG00000109829.1	chr11	61408018	61412286	+	lincRNA	Gm45605
ENSMUSG00000020133.8	chr10	80318254	80320537	-	protein_coding	2310011J03Rik
ENSMUSG00000087219.1	chr2	21097099	21120659	+	lincRNA	Gm13376
ENSMUSG00000114552.1	chr13	41402291	41403353	+	antisense	Gm48570
ENSMUSG00000028001.16	chr3	83026076	83033627	+	protein_coding	Fga
ENSMUSG00000112704.1	chr12	57951211	58077436	+	lincRNA	Gm46329
ENSMUSG00000064293.14	chr6	105677660	106699310	+	protein_coding	Cntn4
ENSMUSG00000039512.12	chr17	27856441	27900041	+	protein_coding	Uhrf1bp1
ENSMUSG00000041238.16	chr18	11633276	11745221	+	protein_coding	Rbbp8
ENSMUSG00000116762.1	chr16	31508387	31511777	+	lincRNA	Gm46560
ENSMUSG00000059319.3	chr7	86583862	86591128	+	protein_coding	Olfr295
ENSMUSG00000035699.8	chr16	32474504	32487879	-	protein_coding	Slc51a
ENSMUSG00000086767.1	chr4	149904006	149908149	+	antisense	Gm13070
ENSMUSG00000039275.9	chr11	121259990	121309896	+	protein_coding	Foxk2
ENSMUSG00000099420.1	chr4	88797397	88797945	+	protein_coding	Gm13279
ENSMUSG00000025810.9	chr8	128358604	128503363	+	protein_coding	Nrp1
ENSMUSG00000047867.11	chr6	48701582	48708225	-	protein_coding	Gimap6
ENSMUSG00000048775.10	chr1	106980984	107001195	+	protein_coding	Serpinb13
ENSMUSG00000015937.15	chr13	56073619	56136361	-	protein_coding	Macroh2a1
ENSMUSG00000076563.2	chr6	69726573	69727138	-	IG_V_gene	Igkv5-48
ENSMUSG00000036099.16	chr10	93939165	94035817	-	protein_coding	Vezt
ENSMUSG00000103413.1	chr2	34097397	34111444	-	lincRNA	Gm38389
ENSMUSG00000030870.12	chr7	122067175	122082194	+	protein_coding	Ubfd1
ENSMUSG00000102661.1	chr1	139408278	139413864	+	lincRNA	Gm34816
ENSMUSG00000022780.5	chr16	31878810	31899020	+	protein_coding	Meltf
ENSMUSG00000028736.13	chr4	139737062	139833528	-	protein_coding	Pax7
ENSMUSG00000085008.1	chr2	27144898	27162703	-	antisense	Dbhos
ENSMUSG00000022992.17	chr15	98517658	98534264	-	protein_coding	Kansl2
ENSMUSG00000112449.1	chr12	55155104	55189573	+	protein_coding	Srp54b
ENSMUSG00000049191.12	chrX	102066544	102071304	-	protein_coding	Rtl5
ENSMUSG00000038009.7	chr15	99093170	99104737	+	protein_coding	Dnajc22
ENSMUSG00000040017.8	chr7	46727998	46732603	-	protein_coding	Saa4
ENSMUSG00000021917.16	chr14	30999826	31001672	-	protein_coding	Spcs1
ENSMUSG00000019979.12	chr10	90989311	91082770	-	protein_coding	Apaf1
ENSMUSG00000013936.12	chr5	122100951	122113472	+	protein_coding	Myl2
ENSMUSG00000039640.7	chr11	120484613	120489065	+	protein_coding	Mrpl12
ENSMUSG00000010755.17	chr7	143557230	143600090	-	protein_coding	Cars
ENSMUSG00000024042.7	chr17	31844250	31855804	-	protein_coding	Sik1
ENSMUSG00000108736.1	chr7	116543656	116545755	+	lincRNA	Gm45151
ENSMUSG00000040489.5	chr11	45980310	46017994	+	protein_coding	Sox30
ENSMUSG00000001763.14	chr6	29694222	29718559	+	protein_coding	Tspan33
ENSMUSG00000002329.7	chr14	55657879	55660508	-	protein_coding	Mdp1
ENSMUSG00000025545.10	chr14	122181704	122402234	+	protein_coding	Clybl
ENSMUSG00000030270.11	chr6	113282307	113305627	+	protein_coding	Cpne9
ENSMUSG00000042275.9	chr13	115088355	115090186	-	protein_coding	Pelo
ENSMUSG00000000049.11	chr11	108343354	108414396	+	protein_coding	Apoh
ENSMUSG00000042826.13	chr11	69796068	69801857	-	protein_coding	Fgf11
ENSMUSG00000101695.1	chr10	76389015	76401507	+	antisense	1700094J05Rik
ENSMUSG00000112108.1	chr10	71476405	71485520	-	lincRNA	4930551I15Rik
ENSMUSG00000030235.17	chr6	141524368	141570177	+	protein_coding	Slco1c1
ENSMUSG00000092060.4	chr5	67392147	67428310	-	protein_coding	Bend4
ENSMUSG00000107822.4	chr10	78517428	78520566	+	protein_coding	Olfr1358
ENSMUSG00000109396.1	chr7	22582158	22588127	-	protein_coding	Gm4565
ENSMUSG00000109582.1	chr8	12502899	12505341	+	lincRNA	4933439N14Rik
ENSMUSG00000062456.4	chr19	32465865	32466578	-	protein_coding	Rpl9-ps6
ENSMUSG00000115791.1	chr13	23105100	23118226	-	protein_coding	Vmn1r217
ENSMUSG00000058172.1	chr16	89031699	89032292	+	protein_coding	Krtap6-1
ENSMUSG00000066652.5	chr1	180893108	180899103	+	protein_coding	Lefty2
ENSMUSG00000091530.2	chr17	3532554	3533213	+	protein_coding	Cldn20
ENSMUSG00000054061.8	chr7	93052081	93081027	-	antisense	Gm9934
ENSMUSG00000112600.1	chr10	77814682	77836652	+	protein_coding	Gm49918
ENSMUSG00000079177.4	chr12	4713670	4738430	-	protein_coding	Fam228a
ENSMUSG00000029250.5	chr5	77310147	77349324	+	protein_coding	Polr2b
ENSMUSG00000049339.16	chr1	75142778	75147913	+	protein_coding	Retreg2
ENSMUSG00000042796.2	chr2	86005540	86009125	+	protein_coding	Olfr1032
ENSMUSG00000030942.8	chr7	119715093	119720798	-	protein_coding	Thumpd1
ENSMUSG00000100278.1	chrY	70089894	70093132	+	lincRNA	Gm28082
ENSMUSG00000110381.1	chr8	59419306	59451513	+	lincRNA	Gm34370
ENSMUSG00000039828.7	chr15	7873055	8099209	-	protein_coding	Wdr70
ENSMUSG00000005533.10	chr7	67952827	68233668	+	protein_coding	Igf1r
ENSMUSG00000075073.3	chr2	89825311	89841555	-	protein_coding	Olfr1256
ENSMUSG00000033313.11	chr8	105264648	105269326	+	protein_coding	Fbxl8
ENSMUSG00000103332.1	chr18	37668953	37841870	+	protein_coding	Pcdhga2
ENSMUSG00000094543.1	chr14	44197661	44203133	+	protein_coding	Gm8212
ENSMUSG00000098814.2	chr6	68736297	68736780	-	IG_V_gene	Igkv19-93
ENSMUSG00000037972.7	chr16	11060945	11074985	+	protein_coding	Snn
ENSMUSG00000079630.2	chrX	37602894	37607704	-	protein_coding	Rhox4f
ENSMUSG00000020737.12	chr11	115497353	115514387	-	protein_coding	Jpt1
ENSMUSG00000023185.4	chr7	17812633	17815663	+	protein_coding	Ceacam14
ENSMUSG00000046519.15	chr3	95588934	95619247	+	protein_coding	Golph3l
ENSMUSG00000048391.3	chr9	19242956	19251987	-	protein_coding	Olfr843
ENSMUSG00000046330.10	chr1	72711290	72713813	+	protein_coding	Rpl37a
ENSMUSG00000030982.19	chr7	118740226	118842966	+	protein_coding	Vps35l
ENSMUSG00000099635.1	chr17	85619326	85621001	-	antisense	Gm28528
ENSMUSG00000028078.14	chr3	86786151	86920852	-	protein_coding	Dclk2
ENSMUSG00000002105.15	chr2	91061791	91070417	-	protein_coding	Slc39a13
ENSMUSG00000075204.3	chr2	86127995	86135928	-	protein_coding	Olfr1039
ENSMUSG00000097834.2	chr6	101198569	101220141	+	antisense	Gm26911
ENSMUSG00000005883.15	chr2	172977700	172993576	+	protein_coding	Spo11
ENSMUSG00000025402.12	chr10	127660918	127668568	-	protein_coding	Nab2
ENSMUSG00000020307.15	chr10	79682195	79688398	+	protein_coding	Cdc34
ENSMUSG00000097018.2	chr5	106465800	106471007	-	lincRNA	Gm26872
ENSMUSG00000054191.9	chr8	84901928	84905295	+	protein_coding	Klf1
ENSMUSG00000032377.8	chr9	92457373	92492456	+	protein_coding	Plscr4
ENSMUSG00000049755.14	chr11	58315114	58330339	-	protein_coding	Zfp672
ENSMUSG00000086914.1	chr9	53667246	53681265	+	antisense	Gm16124
ENSMUSG00000085169.2	chr16	91688898	91715642	+	antisense	Gm10785
ENSMUSG00000031727.8	chr8	109494027	109542640	+	protein_coding	Pmfbp1
ENSMUSG00000040770.5	chr14	54932695	54935837	+	protein_coding	Il25
ENSMUSG00000095984.1	chr7	22564423	22565343	-	protein_coding	Vmn1r256
ENSMUSG00000085701.1	chr4	128846197	128873698	+	lincRNA	Gm12968
ENSMUSG00000109602.1	chr7	45742049	45750257	+	antisense	Gm31597
ENSMUSG00000110430.2	chr8	104292622	104310145	-	protein_coding	Cmtm1
ENSMUSG00000096373.3	chr7	7378251	7399703	-	protein_coding	Vmn2r31
ENSMUSG00000099554.1	chrY	73826159	73829395	+	lincRNA	Gm28259
ENSMUSG00000031774.8	chr8	94574138	94601997	-	protein_coding	Fam192a
ENSMUSG00000105432.1	chr6	70240427	70240972	-	IG_V_gene	Gm43218
ENSMUSG00000114345.1	chr14	56376902	56391562	-	antisense	Gm10873
ENSMUSG00000101613.1	chr8	92024442	92038438	+	lincRNA	Gm28516
ENSMUSG00000059114.8	chr12	86734369	86763797	+	protein_coding	Lrrc74a
ENSMUSG00000031668.14	chr6	70844515	70905245	+	protein_coding	Eif2ak3
ENSMUSG00000049690.15	chr1	125913620	126830799	-	protein_coding	Nckap5
ENSMUSG00000016942.6	chr15	78439667	78468634	-	protein_coding	Tmprss6
ENSMUSG00000015766.14	chr6	137477245	137654876	-	protein_coding	Eps8
ENSMUSG00000100496.1	chr2	51219382	51219862	+	lincRNA	Gm28639
ENSMUSG00000096049.1	chr12	88011848	88012282	+	protein_coding	Gm2075
ENSMUSG00000027374.12	chr2	127587222	127606829	+	protein_coding	Mrps5
ENSMUSG00000020624.3	chr11	112825154	112832469	+	lincRNA	4933434M16Rik
ENSMUSG00000116883.1	chr12	20615343	20637948	+	lincRNA	Gm49700
ENSMUSG00000041444.14	chr9	32116136	32268446	+	protein_coding	Arhgap32
ENSMUSG00000021125.6	chr12	79130777	79156301	+	protein_coding	Arg2
ENSMUSG00000095698.2	chrX	37493428	37497623	+	protein_coding	Rhox2d
ENSMUSG00000117805.1	chr18	90459994	90483460	-	lincRNA	Gm18280
ENSMUSG00000034159.12	chr1	93151349	93160948	-	protein_coding	Mab21l4
ENSMUSG00000012187.13	chr1	78510991	78538173	+	protein_coding	Mogat1
ENSMUSG00000029456.12	chr5	121621026	121660514	-	protein_coding	Acad10
ENSMUSG00000046994.9	chr1	55237177	55248470	+	protein_coding	Mars2
ENSMUSG00000096858.4	chr10	129721221	129729375	-	protein_coding	Olfr805
ENSMUSG00000066122.6	chr7	140681951	140696845	+	protein_coding	Olfr45
ENSMUSG00000022018.7	chr14	79288756	79301645	-	protein_coding	Rgcc
ENSMUSG00000028012.15	chr3	129804408	129822587	-	protein_coding	Rrh
ENSMUSG00000042572.12	chr3	89773616	89784000	+	protein_coding	Ube2q1
ENSMUSG00000091651.3	chr7	7875954	7902495	-	protein_coding	Vmn2r36
ENSMUSG00000063176.2	chr9	39465801	39471944	-	protein_coding	Olfr955
ENSMUSG00000056494.7	chr4	19280850	19510623	+	protein_coding	Cngb3
ENSMUSG00000091347.2	chr13	66227319	66227573	-	protein_coding	Gm10772
ENSMUSG00000041245.13	chrX	151198078	151320152	+	protein_coding	Wnk3
ENSMUSG00000090379.1	chr14	44365357	44370841	+	protein_coding	Gm8229
ENSMUSG00000095388.7	chr3	98552542	98588807	-	protein_coding	Gm10681
ENSMUSG00000047894.2	chr14	51195324	51199148	-	protein_coding	Ang2
ENSMUSG00000052337.15	chr6	71831331	71877388	+	protein_coding	Immt
ENSMUSG00000058349.2	chr6	132802818	132803975	+	protein_coding	Tas2r117
ENSMUSG00000000416.16	chr6	18366478	18514843	-	protein_coding	Cttnbp2
ENSMUSG00000109219.2	chr2	111661419	111665814	+	protein_coding	Olfr1299
ENSMUSG00000040952.16	chr7	24884371	24889806	+	protein_coding	Rps19
ENSMUSG00000039205.16	chr2	32352327	32380970	+	protein_coding	Ciz1
ENSMUSG00000022498.16	chr16	11074911	11134650	-	protein_coding	Txndc11
ENSMUSG00000097893.8	chr1	9747648	9791924	+	antisense	1700034P13Rik
ENSMUSG00000032712.16	chr6	149309414	149335663	+	protein_coding	Resf1
ENSMUSG00000021763.17	chr13	113293159	113379711	+	protein_coding	BC067074
ENSMUSG00000087226.1	chr2	106463823	106523103	-	lincRNA	Gm14015
ENSMUSG00000069297.1	chr13	22244215	22245105	+	protein_coding	Vmn1r194
ENSMUSG00000118322.1	chr18	57632079	57638585	-	antisense	2210409D07Rik
ENSMUSG00000035773.6	chr10	79916971	79922273	+	protein_coding	Kiss1r
ENSMUSG00000099373.1	chr9	105470520	105480194	+	antisense	Gm19667
ENSMUSG00000031410.14	chrX	135579555	135598777	-	protein_coding	Nxf7
ENSMUSG00000046201.9	chr17	3114972	3198859	+	protein_coding	Scaf8
ENSMUSG00000029146.14	chr5	31193227	31199143	+	protein_coding	Snx17
ENSMUSG00000060445.11	chr2	178345293	178407685	-	protein_coding	Sycp2
ENSMUSG00000074207.10	chr3	138260991	138290698	+	protein_coding	Adh1
ENSMUSG00000093917.1	chr7	22370122	22371039	-	protein_coding	Vmn1r254
ENSMUSG00000102362.1	chr3	73351206	73481651	-	lincRNA	4930509J09Rik
ENSMUSG00000049225.14	chr4	11958184	11966452	-	protein_coding	Pdp1
ENSMUSG00000041921.16	chr2	71453276	71525194	+	protein_coding	Metap1d
ENSMUSG00000035172.15	chr11	101162679	101171351	-	protein_coding	Plekhh3
ENSMUSG00000038697.15	chr8	123996318	124021397	-	protein_coding	Taf5l
ENSMUSG00000057716.7	chr6	39871461	40255150	+	protein_coding	Tmem178b
ENSMUSG00000020115.3	chr10	121546455	121586787	-	protein_coding	Tbk1
ENSMUSG00000109603.1	chr8	27008467	27012903	+	lincRNA	Gm32389
ENSMUSG00000026566.15	chr1	165592240	165634538	-	protein_coding	Mpzl1
ENSMUSG00000110070.1	chr7	45368177	45368704	+	lincRNA	Gm45619
ENSMUSG00000110784.1	chr9	113324251	113352369	-	lincRNA	Gm39436
ENSMUSG00000091923.8	chr14	44716838	44750340	-	protein_coding	Gm8267
ENSMUSG00000046431.2	chr7	108880188	108885006	-	protein_coding	Olfr518
ENSMUSG00000087373.7	chr11	88059066	88067476	+	lincRNA	Gm15892
ENSMUSG00000040414.8	chr19	43663801	43674881	-	protein_coding	Slc25a28
ENSMUSG00000024558.12	chr18	73928486	74065359	-	protein_coding	Mapk4
ENSMUSG00000037331.15	chr11	58009064	58062034	+	protein_coding	Larp1
ENSMUSG00000021919.8	chr14	32408203	32465989	-	protein_coding	Chat
ENSMUSG00000000794.9	chr3	89520164	89675132	+	protein_coding	Kcnn3
ENSMUSG00000091243.2	chr16	65815257	65866368	+	protein_coding	Vgll3
ENSMUSG00000109280.1	chr7	70207435	70209182	+	lincRNA	Gm35325
ENSMUSG00000026708.16	chr1	161070713	161086724	+	protein_coding	Cenpl
ENSMUSG00000018669.14	chr11	96907426	96916496	-	protein_coding	Cdk5rap3
ENSMUSG00000033845.13	chr1	4773206	4785739	-	protein_coding	Mrpl15
ENSMUSG00000026688.5	chr1	167371966	167393841	-	protein_coding	Mgst3
ENSMUSG00000028745.18	chr4	139192899	139291818	+	protein_coding	Capzb
ENSMUSG00000087518.1	chr2	62357071	62470913	+	antisense	Gm13561
ENSMUSG00000092187.1	chr7	64337550	64345964	-	antisense	Gm20457
ENSMUSG00000097000.2	chr8	72492934	72505499	+	antisense	Gm17435
ENSMUSG00000022711.16	chr16	8637674	8662467	+	protein_coding	Pmm2
ENSMUSG00000071748.2	chrX	68821093	68825318	+	protein_coding	Gm14698
ENSMUSG00000086578.2	chr2	60550757	60553923	+	antisense	Gm13583
